Name,Register Number,Department,Year of Study
Reyansh Kumar,714024106107,ECE,2
Aadhya Joshi,714024106108,ECE,2
Pari Desai,714024106109,ECE,2
Pari Malhotra,714024106110,ECE,2
Diya Chopra,714024106111,ECE,2
Arjun Kumar,714024106112,ECE,2
Saanvi Singh,714024106113,ECE,2
Sai Gupta,714024106114,ECE,2
Anvi Mehta,714024106115,ECE,2
Aarav Desai,714024106116,ECE,2
Vihaan Singh,714023106001,ECE,3
Krishna Malhotra,714023106002,ECE,3
Ishaan Kumar,714023106003,ECE,3
Sarah Patel,714023106004,ECE,3
Vihaan Chopra,714023106005,ECE,3
Aadhya Kumar,714023106006,ECE,3
Sarah Patel,714023106007,ECE,3
Aditya Yadav,714023106008,ECE,3
Aditya Yadav,714023106009,ECE,3
Vivaan Rao,714023106010,ECE,3
Pari Verma,714023106011,ECE,3
Aditya Malhotra,714023106012,ECE,3
Vihaan Patel,714023106013,ECE,3
Sai Verma,714023106014,ECE,3
Vihaan Chopra,714023106015,ECE,3
Aditya Gupta,714023106016,ECE,3
Aadhya Chopra,714023106017,ECE,3
Ayaan Patel,714023106018,ECE,3
Aadhya Rao,714023106019,ECE,3
Ayaan Malhotra,714023106020,ECE,3
Reyansh Rao,714023106021,ECE,3
Vivaan Nair,714023106022,ECE,3
Aarav Malhotra,714023106023,ECE,3
Saanvi Rao,714023106024,ECE,3
Aditya Singh,714023106025,ECE,3
Diya Yadav,714023106026,ECE,3
Ananya Rao,714023106027,ECE,3
Saanvi Kapoor,714023106028,ECE,3
Aarav Malhotra,714023106029,ECE,3
Pari Mehta,714023106030,ECE,3
Vihaan Joshi,714023106031,ECE,3
Krishna Bhat,714023106032,ECE,3
Sarah Reddy,714023106033,ECE,3
Saanvi Bhat,714023106034,ECE,3
Krishna Das,714023106035,ECE,3
Aditya Desai,714023106036,ECE,3
Vihaan Nair,714023106037,ECE,3
Saanvi Rao,714023106038,ECE,3
Aadhya Kumar,714023106039,ECE,3
Sai Mehta,714023106040,ECE,3
Anvi Reddy,714023106041,ECE,3
Ishaan Rao,714023106042,ECE,3
Riya Rao,714023106043,ECE,3
Reyansh Das,714023106044,ECE,3
Saanvi Desai,714023106045,ECE,3
Sarah Reddy,714023106046,ECE,3
Vivaan Kumar,714023106047,ECE,3
Krishna Bhat,714023106048,ECE,3
Saanvi Kumar,714023106049,ECE,3
Sai Sharma,714023106050,ECE,3
Saanvi Verma,714023106051,ECE,3
Ananya Kapoor,714023106052,ECE,3
Reyansh Kapoor,714023106053,ECE,3
Ayaan Mehta,714023106054,ECE,3
Reyansh Rao,714023106055,ECE,3
Aditya Chopra,714023106056,ECE,3
Myra Malhotra,714023106057,ECE,3
Arjun Saxena,714023106058,ECE,3
Vihaan Joshi,714023106059,ECE,3
Krishna Kapoor,714023106060,ECE,3
Vivaan Jain,714023106061,ECE,3
Myra Malhotra,714023106062,ECE,3
Arjun Yadav,714023106063,ECE,3
Aditya Kumar,714023106064,ECE,3
Ananya Singh,714023106065,ECE,3
Ananya Das,714023106066,ECE,3
Aarav Joshi,714023106067,ECE,3
Sai Gupta,714023106068,ECE,3
Sai Yadav,714023106069,ECE,3
Ayaan Sharma,714023106070,ECE,3
Aadhya Kapoor,714023106071,ECE,3
Saanvi Kumar,714023106072,ECE,3
Saanvi Nair,714023106073,ECE,3
Aarav Kapoor,714023106074,ECE,3
Aditya Kapoor,714023106075,ECE,3
Ananya Joshi,714023106076,ECE,3
Ayaan Reddy,714023106077,ECE,3
Saanvi Kapoor,714023106078,ECE,3
Vihaan Bhat,714023106079,ECE,3
Ananya Singh,714023106080,ECE,3
Sarah Reddy,714023106081,ECE,3
Vihaan Rao,714023106082,ECE,3
Diya Patel,714023106083,ECE,3
Sai Chopra,714023106084,ECE,3
Riya Malhotra,714023106085,ECE,3
Saanvi Desai,714023106086,ECE,3
Aditya Kumar,714023106087,ECE,3
Vivaan Joshi,714023106088,ECE,3
Aadhya Saxena,714023106089,ECE,3
Saanvi Gupta,714023106090,ECE,3
Myra Verma,714023106091,ECE,3
Krishna Nair,714023106092,ECE,3
Riya Patel,714023106093,ECE,3
Saanvi Nair,714023106094,ECE,3
Vihaan Joshi,714023106095,ECE,3
Vihaan Sharma,714023106096,ECE,3
Aadhya Bhat,714023106097,ECE,3
Vihaan Sharma,714023106098,ECE,3
Reyansh Das,714023106099,ECE,3
Diya Rao,714023106100,ECE,3
Diya Malhotra,714023106101,ECE,3
Saanvi Chopra,714023106102,ECE,3
Pari Nair,714023106103,ECE,3
Aadhya Gupta,714023106104,ECE,3
Krishna Desai,714023106105,ECE,3
Vivaan Verma,714023106106,ECE,3
Saanvi Saxena,714023106107,ECE,3
Vivaan Malhotra,714023106108,ECE,3
Reyansh Singh,714023106109,ECE,3
Diya Kapoor,714023106110,ECE,3
Krishna Malhotra,714023106111,ECE,3
Ishaan Sharma,714023106112,ECE,3
Aadhya Yadav,714023106113,ECE,3
Ananya Kapoor,714023106114,ECE,3
Saanvi Gupta,714023106115,ECE,3
Aadhya Desai,714023106116,ECE,3
Ishaan Reddy,714023106117,ECE,3
Arjun Rao,714023106118,ECE,3
Vihaan Singh,714023106119,ECE,3
Diya Gupta,714023106120,ECE,3
Sarah Desai,714023106121,ECE,3
Saanvi Singh,714023106122,ECE,3
Ananya Chopra,714023106123,ECE,3
Vivaan Mehta,714023106124,ECE,3
Myra Das,714023106125,ECE,3
Myra Nair,714023106126,ECE,3
Riya Singh,714023106127,ECE,3
Aadhya Saxena,714023106128,ECE,3
Krishna Reddy,714022106001,ECE,4
Diya Desai,714022106002,ECE,4
Diya Singh,714022106003,ECE,4
Saanvi Mehta,714022106004,ECE,4
Aadhya Mehta,714022106005,ECE,4
Diya Bhat,714022106006,ECE,4
Aadhya Das,714022106007,ECE,4
Aditya Patel,714022106008,ECE,4
Riya Malhotra,714022106009,ECE,4
Sarah Desai,714022106010,ECE,4
Vihaan Saxena,714022106011,ECE,4
Arjun Jain,714022106012,ECE,4
Pari Das,714022106013,ECE,4
Anvi Bhat,714022106014,ECE,4
Aadhya Kumar,714022106015,ECE,4
Pari Chopra,714022106016,ECE,4
Aditya Sharma,714022106017,ECE,4
Ananya Desai,714022106018,ECE,4
Vihaan Singh,714022106019,ECE,4
Aditya Patel,714022106020,ECE,4
Myra Nair,714022106021,ECE,4
Aadhya Bhat,714022106022,ECE,4
Saanvi Sharma,714022106023,ECE,4
Arjun Reddy,714022106024,ECE,4
Krishna Joshi,714022106025,ECE,4
Saanvi Jain,714022106026,ECE,4
Arjun Bhat,714022106027,ECE,4
Aditya Kapoor,714022106028,ECE,4
Anvi Singh,714022106029,ECE,4
Pari Saxena,714022106030,ECE,4
Saanvi Verma,714022106031,ECE,4
Arjun Das,714022106032,ECE,4
Myra Chopra,714022106033,ECE,4
Sai Yadav,714022106034,ECE,4
Saanvi Chopra,714022106035,ECE,4
Sai Verma,714022106036,ECE,4
Ayaan Yadav,714022106037,ECE,4
Diya Verma,714022106038,ECE,4
Aadhya Sharma,714022106039,ECE,4
Krishna Joshi,714022106040,ECE,4
Aadhya Patel,714022106041,ECE,4
Saanvi Das,714022106042,ECE,4
Aadhya Verma,714022106043,ECE,4
Pari Mehta,714022106044,ECE,4
Vihaan Bhat,714022106045,ECE,4
Riya Singh,714022106046,ECE,4
Aditya Jain,714022106047,ECE,4
Vivaan Saxena,714022106048,ECE,4
Aarav Reddy,714022106049,ECE,4
Saanvi Reddy,714022106050,ECE,4
Sai Yadav,714022106051,ECE,4
Diya Verma,714022106052,ECE,4
Krishna Gupta,714022106053,ECE,4
Aadhya Das,714022106054,ECE,4
Sai Rao,714022106055,ECE,4
Arjun Singh,714022106056,ECE,4
Anvi Chopra,714022106057,ECE,4
Riya Verma,714022106058,ECE,4
Pari Malhotra,714022106059,ECE,4
Aditya Desai,714022106060,ECE,4
Anvi Kapoor,714022106061,ECE,4
Aditya Gupta,714022106062,ECE,4
Reyansh Mehta,714022106063,ECE,4
Ananya Sharma,714022106064,ECE,4
Aadhya Yadav,714022106065,ECE,4
Vihaan Verma,714022106066,ECE,4
Pari Chopra,714022106067,ECE,4
Aadhya Saxena,714022106068,ECE,4
Ishaan Das,714022106069,ECE,4
Myra Singh,714022106070,ECE,4
Ananya Rao,714022106071,ECE,4
Myra Sharma,714022106072,ECE,4
Pari Das,714022106073,ECE,4
Anvi Chopra,714022106074,ECE,4
Pari Desai,714022106075,ECE,4
Saanvi Verma,714022106076,ECE,4
Reyansh Kumar,714022106077,ECE,4
Saanvi Nair,714022106078,ECE,4
Reyansh Saxena,714022106079,ECE,4
Ayaan Nair,714022106080,ECE,4
Diya Patel,714022106081,ECE,4
Reyansh Reddy,714022106082,ECE,4
Vihaan Gupta,714022106083,ECE,4
Aarav Verma,714022106084,ECE,4
Aadhya Kumar,714022106085,ECE,4
Sai Nair,714022106086,ECE,4
Saanvi Das,714022106087,ECE,4
Aarav Nair,714022106088,ECE,4
Sarah Rao,714022106089,ECE,4
Reyansh Yadav,714022106090,ECE,4
Diya Bhat,714022106091,ECE,4
Krishna Mehta,714022106092,ECE,4
Vihaan Nair,714022106093,ECE,4
Vihaan Rao,714022106094,ECE,4
Vivaan Jain,714022106095,ECE,4
Saanvi Mehta,714022106096,ECE,4
Krishna Gupta,714022106097,ECE,4
Reyansh Nair,714022106098,ECE,4
Arjun Desai,714022106099,ECE,4
Saanvi Das,714022106100,ECE,4
Saanvi Das,714022106101,ECE,4
Aadhya Reddy,714022106102,ECE,4
Aarav Sharma,714022106103,ECE,4
Sarah Joshi,714022106104,ECE,4
Sai Gupta,714022106105,ECE,4
Ananya Jain,714022106106,ECE,4
Anvi Singh,714022106107,ECE,4
Ishaan Das,714022106108,ECE,4
Vihaan Bhat,714022106109,ECE,4
Diya Bhat,714022106110,ECE,4
Saanvi Mehta,714022106111,ECE,4
Ishaan Saxena,714022106112,ECE,4
Aditya Sharma,714022106113,ECE,4
Ananya Bhat,714022106114,ECE,4
Ananya Yadav,714025114001,MECH,1
Vivaan Desai,714025114002,MECH,1
Ishaan Reddy,714025114003,MECH,1
Ishaan Singh,714025114004,MECH,1
Vivaan Kumar,714025114005,MECH,1
Reyansh Verma,714025114006,MECH,1
Saanvi Rao,714025114007,MECH,1
Aditya Malhotra,714025114008,MECH,1
Anvi Kapoor,714025114009,MECH,1
Ananya Verma,714025114010,MECH,1
Aarav Verma,714025114011,MECH,1
Ananya Kapoor,714025114012,MECH,1
Aditya Patel,714025114013,MECH,1
Saanvi Singh,714025114014,MECH,1
Riya Mehta,714025114015,MECH,1
Anvi Gupta,714025114016,MECH,1
Saanvi Verma,714025114017,MECH,1
Vihaan Verma,714025114018,MECH,1
Aarav Nair,714025114019,MECH,1
Ishaan Chopra,714025114020,MECH,1
Sai Jain,714025114021,MECH,1
Vivaan Chopra,714025114022,MECH,1
Myra Patel,714025114023,MECH,1
Ananya Jain,714025114024,MECH,1
Ananya Bhat,714025114025,MECH,1
Ishaan Malhotra,714025114026,MECH,1
Reyansh Sharma,714025114027,MECH,1
Vivaan Reddy,714025114028,MECH,1
Vivaan Malhotra,714025114029,MECH,1
Pari Joshi,714025114030,MECH,1
Riya Sharma,714025114031,MECH,1
Ishaan Yadav,714025114032,MECH,1
Vivaan Joshi,714025114033,MECH,1
Arjun Das,714025114034,MECH,1
Pari Malhotra,714025114035,MECH,1
Saanvi Patel,714025114036,MECH,1
Krishna Mehta,714025114037,MECH,1
Ayaan Saxena,714025114038,MECH,1
Aarav Sharma,714025114039,MECH,1
Vivaan Das,714025114040,MECH,1
Aadhya Gupta,714025114041,MECH,1
Ananya Kapoor,714025114042,MECH,1
Vivaan Bhat,714025114043,MECH,1
Sai Kumar,714025114044,MECH,1
Sarah Rao,714025114045,MECH,1
Krishna Singh,714025114046,MECH,1
Aditya Reddy,714025114047,MECH,1
Riya Desai,714025114048,MECH,1
Vivaan Yadav,714025114049,MECH,1
Anvi Malhotra,714025114050,MECH,1
Aadhya Yadav,714025114051,MECH,1
Reyansh Sharma,714025114052,MECH,1
Anvi Verma,714025114053,MECH,1
Sai Joshi,714025114054,MECH,1
Saanvi Mehta,714025114055,MECH,1
Anvi Verma,714025114056,MECH,1
Saanvi Chopra,714025114057,MECH,1
Riya Singh,714025114058,MECH,1
Myra Singh,714025114059,MECH,1
Sai Kumar,714025114060,MECH,1
Ishaan Desai,714025114061,MECH,1
Ishaan Jain,714025114062,MECH,1
Ayaan Desai,714025114063,MECH,1
Aadhya Reddy,714025114064,MECH,1
Aditya Kapoor,714025114065,MECH,1
Reyansh Kapoor,714025114066,MECH,1
Sai Verma,714025114067,MECH,1
Sai Reddy,714025114068,MECH,1
Diya Saxena,714025114069,MECH,1
Aarav Chopra,714025114070,MECH,1
Aarav Jain,714025114071,MECH,1
Diya Joshi,714025114072,MECH,1
Ayaan Rao,714025114073,MECH,1
Saanvi Reddy,714025114074,MECH,1
Vivaan Kapoor,714025114075,MECH,1
Riya Joshi,714025114076,MECH,1
Vivaan Gupta,714025114077,MECH,1
Saanvi Sharma,714025114078,MECH,1
Riya Patel,714025114079,MECH,1
Pari Malhotra,714025114080,MECH,1
Vihaan Bhat,714025114081,MECH,1
Krishna Verma,714025114082,MECH,1
Vihaan Chopra,714025114083,MECH,1
Sai Kapoor,714025114084,MECH,1
Ishaan Joshi,714025114085,MECH,1
Aditya Mehta,714025114086,MECH,1
Ananya Reddy,714025114087,MECH,1
Vihaan Desai,714025114088,MECH,1
Diya Sharma,714025114089,MECH,1
Aadhya Chopra,714025114090,MECH,1
Aadhya Joshi,714025114091,MECH,1
Reyansh Verma,714025114092,MECH,1
Sai Bhat,714025114093,MECH,1
Ananya Malhotra,714025114094,MECH,1
Myra Kapoor,714025114095,MECH,1
Vivaan Patel,714025114096,MECH,1
Krishna Nair,714025114097,MECH,1
Aditya Jain,714025114098,MECH,1
Reyansh Gupta,714025114099,MECH,1
Sai Yadav,714025114100,MECH,1
Ananya Yadav,714025114101,MECH,1
Vihaan Sharma,714025114102,MECH,1
Vihaan Das,714025114103,MECH,1
Myra Malhotra,714025114104,MECH,1
Sai Desai,714025114105,MECH,1
Ishaan Patel,714025114106,MECH,1
Riya Kapoor,714025114107,MECH,1
Myra Kapoor,714025114108,MECH,1
Krishna Jain,714025114109,MECH,1
Arjun Nair,714025114110,MECH,1
Arjun Reddy,714025114111,MECH,1
Ishaan Desai,714025114112,MECH,1
Saanvi Yadav,714025114113,MECH,1
Vivaan Verma,714025114114,MECH,1
Aadhya Saxena,714025114115,MECH,1
Saanvi Jain,714025114116,MECH,1
Vivaan Singh,714024114001,MECH,2
Ishaan Rao,714024114002,MECH,2
Ananya Saxena,714024114003,MECH,2
Diya Malhotra,714024114004,MECH,2
Arjun Yadav,714024114005,MECH,2
Ayaan Singh,714024114006,MECH,2
Vihaan Jain,714024114007,MECH,2
Krishna Chopra,714024114008,MECH,2
Myra Singh,714024114009,MECH,2
Saanvi Sharma,714024114010,MECH,2
Aditya Sharma,714024114011,MECH,2
Sarah Mehta,714024114012,MECH,2
Riya Gupta,714024114013,MECH,2
Ananya Reddy,714024114014,MECH,2
Vihaan Malhotra,714024114015,MECH,2
Saanvi Jain,714024114016,MECH,2
Ayaan Patel,714024114017,MECH,2
Ananya Yadav,714024114018,MECH,2
Arjun Bhat,714024114019,MECH,2
Myra Sharma,714024114020,MECH,2
Pari Kumar,714024114021,MECH,2
Ayaan Patel,714024114022,MECH,2
Saanvi Kumar,714024114023,MECH,2
Pari Yadav,714024114024,MECH,2
Riya Jain,714024114025,MECH,2
Reyansh Patel,714024114026,MECH,2
Saanvi Desai,714024114027,MECH,2
Reyansh Reddy,714024114028,MECH,2
Saanvi Das,714024114029,MECH,2
Ananya Saxena,714024114030,MECH,2
Saanvi Mehta,714024114031,MECH,2
Sarah Verma,714024114032,MECH,2
Ayaan Reddy,714024114033,MECH,2
Myra Nair,714024114034,MECH,2
Krishna Mehta,714024114035,MECH,2
Ayaan Jain,714024114036,MECH,2
Vivaan Kumar,714024114037,MECH,2
Saanvi Yadav,714024114038,MECH,2
Riya Verma,714024114039,MECH,2
Pari Sharma,714024114040,MECH,2
Arjun Das,714024114041,MECH,2
Reyansh Yadav,714024114042,MECH,2
Ishaan Patel,714024114043,MECH,2
Anvi Yadav,714024114044,MECH,2
Reyansh Joshi,714024114045,MECH,2
Saanvi Kapoor,714024114046,MECH,2
Ananya Singh,714024114047,MECH,2
Aadhya Rao,714024114048,MECH,2
Riya Sharma,714024114049,MECH,2
Vihaan Chopra,714024114050,MECH,2
Ayaan Singh,714024114051,MECH,2
Krishna Malhotra,714024114052,MECH,2
Ishaan Kumar,714024114053,MECH,2
Vivaan Rao,714024114054,MECH,2
Sai Das,714024114055,MECH,2
Ayaan Kumar,714024114056,MECH,2
Sarah Mehta,714024114057,MECH,2
Anvi Sharma,714024114058,MECH,2
Ishaan Chopra,714024114059,MECH,2
Saanvi Saxena,714024114060,MECH,2
Ananya Das,714024114061,MECH,2
Myra Joshi,714024114062,MECH,2
Saanvi Mehta,714024114063,MECH,2
Anvi Malhotra,714024114064,MECH,2
Sai Verma,714024114065,MECH,2
Saanvi Singh,714024114066,MECH,2
Aarav Saxena,714024114067,MECH,2
Aarav Sharma,714024114068,MECH,2
Ayaan Gupta,714024114069,MECH,2
Saanvi Verma,714024114070,MECH,2
Pari Nair,714024114071,MECH,2
Ishaan Kapoor,714024114072,MECH,2
Ananya Patel,714024114073,MECH,2
Vihaan Desai,714024114074,MECH,2
Diya Joshi,714024114075,MECH,2
Ayaan Chopra,714024114076,MECH,2
Krishna Singh,714024114077,MECH,2
Ayaan Rao,714024114078,MECH,2
Saanvi Singh,714024114079,MECH,2
Riya Desai,714024114080,MECH,2
Reyansh Malhotra,714024114081,MECH,2
Ayaan Verma,714024114082,MECH,2
Aarav Reddy,714024114083,MECH,2
Saanvi Singh,714024114084,MECH,2
Saanvi Bhat,714024114085,MECH,2
Myra Bhat,714024114086,MECH,2
Sarah Kapoor,714024114087,MECH,2
Ishaan Malhotra,714024114088,MECH,2
Krishna Das,714024114089,MECH,2
Sarah Bhat,714024114090,MECH,2
Ishaan Joshi,714024114091,MECH,2
Saanvi Das,714024114092,MECH,2
Anvi Chopra,714024114093,MECH,2
Reyansh Gupta,714024114094,MECH,2
Krishna Joshi,714024114095,MECH,2
Krishna Reddy,714024114096,MECH,2
Aarav Chopra,714024114097,MECH,2
Aditya Gupta,714024114098,MECH,2
Reyansh Saxena,714024114099,MECH,2
Anvi Gupta,714024114100,MECH,2
Reyansh Patel,714024114101,MECH,2
Aarav Verma,714024114102,MECH,2
Reyansh Gupta,714024114103,MECH,2
Vivaan Nair,714024114104,MECH,2
Aarav Singh,714024114105,MECH,2
Arjun Singh,714024114106,MECH,2
Sai Chopra,714024114107,MECH,2
Anvi Gupta,714024114108,MECH,2
Vivaan Mehta,714024114109,MECH,2
Aditya Kumar,714024114110,MECH,2
Ayaan Malhotra,714024114111,MECH,2
Myra Yadav,714024114112,MECH,2
Myra Joshi,714024114113,MECH,2
Sai Mehta,714024114114,MECH,2
Ananya Desai,714024114115,MECH,2
Aarav Bhat,714024114116,MECH,2
Ananya Desai,714024114117,MECH,2
Pari Sharma,714024114118,MECH,2
Aarav Yadav,714024114119,MECH,2
Saanvi Joshi,714024114120,MECH,2
Riya Yadav,714024114121,MECH,2
Myra Gupta,714024114122,MECH,2
Pari Nair,714024114123,MECH,2
Myra Sharma,714024114124,MECH,2
Sai Rao,714024114125,MECH,2
Aarav Desai,714024114126,MECH,2
Myra Joshi,714024114127,MECH,2
Vivaan Rao,714024114128,MECH,2
Myra Bhat,714024114129,MECH,2
Anvi Sharma,714023114001,MECH,3
Ishaan Patel,714023114002,MECH,3
Sai Verma,714023114003,MECH,3
Anvi Das,714023114004,MECH,3
Vivaan Saxena,714023114005,MECH,3
Krishna Sharma,714023114006,MECH,3
Sai Yadav,714023114007,MECH,3
Ananya Joshi,714023114008,MECH,3
Myra Bhat,714023114009,MECH,3
Anvi Gupta,714023114010,MECH,3
Aarav Desai,714023114011,MECH,3
Saanvi Rao,714023114012,MECH,3
Arjun Jain,714023114013,MECH,3
Sarah Joshi,714023114014,MECH,3
Ishaan Jain,714023114015,MECH,3
Riya Chopra,714023114016,MECH,3
Diya Malhotra,714023114017,MECH,3
Ananya Patel,714023114018,MECH,3
Saanvi Desai,714023114019,MECH,3
Diya Yadav,714023114020,MECH,3
Anvi Bhat,714023114021,MECH,3
Krishna Malhotra,714023114022,MECH,3
Arjun Bhat,714023114023,MECH,3
Riya Desai,714023114024,MECH,3
Aditya Desai,714023114025,MECH,3
Saanvi Nair,714023114026,MECH,3
Reyansh Nair,714023114027,MECH,3
Saanvi Desai,714023114028,MECH,3
Ayaan Kapoor,714023114029,MECH,3
Saanvi Bhat,714023114030,MECH,3
Myra Gupta,714023114031,MECH,3
Ananya Jain,714023114032,MECH,3
Aditya Reddy,714023114033,MECH,3
Reyansh Sharma,714023114034,MECH,3
Ananya Mehta,714023114035,MECH,3
Aditya Das,714023114036,MECH,3
Saanvi Jain,714023114037,MECH,3
Ishaan Verma,714023114038,MECH,3
Saanvi Kapoor,714023114039,MECH,3
Sarah Chopra,714023114040,MECH,3
Saanvi Verma,714023114041,MECH,3
Ananya Yadav,714023114042,MECH,3
Ishaan Patel,714023114043,MECH,3
Saanvi Desai,714023114044,MECH,3
Ayaan Nair,714023114045,MECH,3
Saanvi Desai,714023114046,MECH,3
Ishaan Mehta,714023114047,MECH,3
Myra Rao,714023114048,MECH,3
Vivaan Nair,714023114049,MECH,3
Diya Verma,714023114050,MECH,3
Krishna Verma,714023114051,MECH,3
Aditya Joshi,714023114052,MECH,3
Pari Saxena,714023114053,MECH,3
Diya Sharma,714023114054,MECH,3
Aditya Jain,714023114055,MECH,3
Arjun Bhat,714023114056,MECH,3
Sai Verma,714023114057,MECH,3
Riya Das,714023114058,MECH,3
Saanvi Malhotra,714023114059,MECH,3
Vivaan Patel,714023114060,MECH,3
Reyansh Desai,714023114061,MECH,3
Sai Kapoor,714023114062,MECH,3
Krishna Verma,714023114063,MECH,3
Vihaan Gupta,714023114064,MECH,3
Ayaan Kumar,714023114065,MECH,3
Ishaan Saxena,714023114066,MECH,3
Aarav Gupta,714023114067,MECH,3
Aditya Patel,714023114068,MECH,3
Sarah Desai,714023114069,MECH,3
Ananya Verma,714023114070,MECH,3
Ayaan Saxena,714023114071,MECH,3
Krishna Bhat,714023114072,MECH,3
Saanvi Kumar,714023114073,MECH,3
Diya Yadav,714023114074,MECH,3
Ananya Yadav,714023114075,MECH,3
Aarav Kapoor,714023114076,MECH,3
Saanvi Gupta,714023114077,MECH,3
Ananya Jain,714023114078,MECH,3
Aarav Singh,714023114079,MECH,3
Saanvi Sharma,714023114080,MECH,3
Saanvi Bhat,714023114081,MECH,3
Aarav Jain,714023114082,MECH,3
Vihaan Yadav,714023114083,MECH,3
Vivaan Mehta,714023114084,MECH,3
Saanvi Saxena,714023114085,MECH,3
Riya Rao,714023114086,MECH,3
Reyansh Nair,714023114087,MECH,3
Vivaan Verma,714023114088,MECH,3
Saanvi Malhotra,714023114089,MECH,3
Aarav Malhotra,714023114090,MECH,3
Saanvi Desai,714023114091,MECH,3
Aadhya Kapoor,714023114092,MECH,3
Ananya Jain,714023114093,MECH,3
Aditya Bhat,714023114094,MECH,3
Saanvi Reddy,714023114095,MECH,3
Arjun Bhat,714023114096,MECH,3
Reyansh Patel,714023114097,MECH,3
Sarah Mehta,714023114098,MECH,3
Pari Saxena,714023114099,MECH,3
Pari Yadav,714023114100,MECH,3
Ananya Joshi,714023114101,MECH,3
Aarav Reddy,714023114102,MECH,3
Arjun Das,714023114103,MECH,3
Anvi Reddy,714023114104,MECH,3
Vihaan Nair,714022114001,MECH,4
Krishna Mehta,714022114002,MECH,4
Saanvi Malhotra,714022114003,MECH,4
Myra Joshi,714022114004,MECH,4
Arjun Joshi,714022114005,MECH,4
Sai Gupta,714022114006,MECH,4
Reyansh Kumar,714022114007,MECH,4
Anvi Reddy,714022114008,MECH,4
Ayaan Mehta,714022114009,MECH,4
Vivaan Gupta,714022114010,MECH,4
Riya Yadav,714022114011,MECH,4
Saanvi Joshi,714022114012,MECH,4
Sai Singh,714022114013,MECH,4
Aadhya Joshi,714022114014,MECH,4
Saanvi Kapoor,714022114015,MECH,4
Riya Bhat,714022114016,MECH,4
Krishna Mehta,714022114017,MECH,4
Krishna Rao,714022114018,MECH,4
Sarah Malhotra,714022114019,MECH,4
Diya Jain,714022114020,MECH,4
Diya Das,714022114021,MECH,4
Aarav Verma,714022114022,MECH,4
Vihaan Chopra,714022114023,MECH,4
Vihaan Singh,714022114024,MECH,4
Aadhya Verma,714022114025,MECH,4
Aditya Jain,714022114026,MECH,4
Pari Gupta,714022114027,MECH,4
Riya Sharma,714022114028,MECH,4
Anvi Reddy,714022114029,MECH,4
Aditya Singh,714022114030,MECH,4
Aarav Verma,714022114031,MECH,4
Arjun Kapoor,714022114032,MECH,4
Ayaan Das,714022114033,MECH,4
Ishaan Jain,714022114034,MECH,4
Reyansh Kumar,714022114035,MECH,4
Ishaan Mehta,714022114036,MECH,4
Diya Das,714022114037,MECH,4
Saanvi Singh,714022114038,MECH,4
Sai Singh,714022114039,MECH,4
Anvi Malhotra,714022114040,MECH,4
Aditya Saxena,714022114041,MECH,4
Ishaan Patel,714022114042,MECH,4
Ananya Das,714022114043,MECH,4
Aadhya Malhotra,714022114044,MECH,4
Krishna Gupta,714022114045,MECH,4
Sai Kumar,714022114046,MECH,4
Ayaan Jain,714022114047,MECH,4
Arjun Singh,714022114048,MECH,4
Reyansh Chopra,714022114049,MECH,4
Saanvi Saxena,714022114050,MECH,4
Diya Gupta,714022114051,MECH,4
Aditya Desai,714022114052,MECH,4
Riya Chopra,714022114053,MECH,4
Pari Saxena,714022114054,MECH,4
Saanvi Nair,714022114055,MECH,4
Sai Yadav,714022114056,MECH,4
Anvi Jain,714022114057,MECH,4
Ayaan Mehta,714022114058,MECH,4
Saanvi Kapoor,714022114059,MECH,4
Aadhya Sharma,714022114060,MECH,4
Saanvi Mehta,714022114061,MECH,4
Saanvi Rao,714022114062,MECH,4
Sai Reddy,714022114063,MECH,4
Vihaan Saxena,714022114064,MECH,4
Aditya Singh,714022114065,MECH,4
Aarav Verma,714022114066,MECH,4
Anvi Kumar,714022114067,MECH,4
Aadhya Nair,714022114068,MECH,4
Ayaan Kumar,714022114069,MECH,4
Ayaan Gupta,714022114070,MECH,4
Aditya Jain,714022114071,MECH,4
Sarah Saxena,714022114072,MECH,4
Krishna Das,714022114073,MECH,4
Ananya Singh,714022114074,MECH,4
Diya Saxena,714022114075,MECH,4
Sarah Mehta,714022114076,MECH,4
Saanvi Yadav,714022114077,MECH,4
Aadhya Mehta,714022114078,MECH,4
Myra Jain,714022114079,MECH,4
Vihaan Singh,714022114080,MECH,4
Riya Rao,714022114081,MECH,4
Aadhya Verma,714022114082,MECH,4
Aadhya Saxena,714022114083,MECH,4
Arjun Joshi,714022114084,MECH,4
Myra Das,714022114085,MECH,4
Anvi Bhat,714022114086,MECH,4
Aditya Rao,714022114087,MECH,4
Ayaan Chopra,714022114088,MECH,4
Ishaan Jain,714022114089,MECH,4
Vihaan Verma,714022114090,MECH,4
Sarah Malhotra,714022114091,MECH,4
Ishaan Gupta,714022114092,MECH,4
Ishaan Verma,714022114093,MECH,4
Krishna Verma,714022114094,MECH,4
Reyansh Bhat,714022114095,MECH,4
Anvi Kapoor,714022114096,MECH,4
Reyansh Verma,714022114097,MECH,4
Diya Chopra,714022114098,MECH,4
Sai Joshi,714022114099,MECH,4
Riya Kapoor,714022114100,MECH,4
Ananya Gupta,714022114101,MECH,4
Vivaan Kumar,714022114102,MECH,4
Anvi Jain,714022114103,MECH,4
